,Position,Track Name,Artist,Streams,URL,date
119,120,Paris,The Chainsmokers,29864,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-11-05
120,121,美女と野獣,Ariana Grande,29637,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-11-05
121,122,See You Again (feat. Charlie Puth),Wiz Khalifa,29589,https://open.spotify.com/track/6IcrwGdIvRsrImOnoYfG9Z,2017-11-05
122,123,No Promises (feat. Demi Lovato),Cheat Codes,29527,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-11-05
123,124,BOOMBAYAH - KR Ver.,BLACKPINK,29405,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt,2017-11-05
124,125,Congratulations,Post Malone,29169,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-11-05
125,126,It Ain't Me (with Selena Gomez),Kygo,28980,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-11-05
126,127,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,28825,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-11-05
127,128,Go Go,BTS,28636,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0,2017-11-05
128,129,Kids in Love (feat. The Night Game),Kygo,28573,https://open.spotify.com/track/1Bxzw8ag71snOU9IbhXVD6,2017-11-05
129,130,Gorgeous,Taylor Swift,28387,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz,2017-11-05
130,131,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28237,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-11-05
131,132,Yasashisade Afureruyouni,Flower,28228,https://open.spotify.com/track/2NgQV5lmGPPTTlrHXeAPJ7,2017-11-05
132,133,Bank Account,21 Savage,28124,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2017-11-05
133,134,Strip That Down,Liam Payne,27493,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-11-05
134,135,A Different Way (with Lauv),DJ Snake,27183,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP,2017-11-05
135,136,Thinking out Loud,Ed Sheeran,27137,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-11-05
136,137,Let Me Love You,DJ Snake,26987,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-11-05
137,138,STAY TUNE,Suchmos,26819,https://open.spotify.com/track/0albLGvYx6ftOUJ7KF0i5I,2017-11-05
138,139,Mayores,Becky G,26477,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-05
139,140,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,26473,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-11-05
140,141,普通の今夜のことを ― let tonight be forever remembered ―,DREAMS COME TRUE,26278,https://open.spotify.com/track/6fopHFCIoCVcZtMq6QqrFX,2017-11-05
141,142,Into You,Ariana Grande,25962,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-11-05
142,143,Jelly Jelly,TWICE,25809,https://open.spotify.com/track/2GJxT761mGTQocouI2oLTe,2017-11-05
143,144,Questions,Chris Brown,25795,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3,2017-11-05
144,145,愛してるのに、愛せない,AAA,25594,https://open.spotify.com/track/2GLp1Arz4ZtihdjdL9m80W,2017-11-05
145,146,Renaissance,PUNPEE,25594,https://open.spotify.com/track/5EXJyRqlfZX7hXwUsbb9YQ,2017-11-05
146,147,Overflows~言葉にできなくて~,Naoto,25586,https://open.spotify.com/track/60QO7SvW5aaFgMLvltlr6E,2017-11-05
147,148,Me Rehúso,Danny Ocean,25501,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-11-05
148,149,KNOCK KNOCK - Japanese ver.,TWICE,25475,https://open.spotify.com/track/5LkQpbBFgoyQm1jGlznT7p,2017-11-05
149,150,Lemon,N.E.R.D,25426,https://open.spotify.com/track/6tUgfsOa8PLkoede5nOR7D,2017-11-05
150,151,Call It What You Want,Taylor Swift,25331,https://open.spotify.com/track/0tDfp0vFR95Gg6Mrhza3lX,2017-11-05
151,152,"奏(かなで) - ARENA TOUR '07 ""W-ARENA""",Sukima Switch,25325,https://open.spotify.com/track/1bHgnjGsRCxlCxD5BobatI,2017-11-05
152,153,Tda'''Aitakute,EXILE,25315,https://open.spotify.com/track/2wAf64UF5cK7mlAUfvVPl9,2017-11-05
153,154,...Ready For It?,Taylor Swift,25173,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM,2017-11-05
154,155,春夏秋冬,Hilcrhyme,25115,https://open.spotify.com/track/7H46BzLoUnOmeMnpmTlddm,2017-11-05
155,156,366日,HY,24814,https://open.spotify.com/track/0GhhU1qpdbKG1AUMKkFGbi,2017-11-05
156,157,Bang Bang,Jessie J,24811,https://open.spotify.com/track/3oEekS4xhmFQ88ieCVTZ7H,2017-11-05
157,158,空,Taichi Mukai,24780,https://open.spotify.com/track/4GuaN5aBRpCy2AV7SDoaA3,2017-11-05
158,159,Problem,Ariana Grande,24724,https://open.spotify.com/track/7fYbFYt7X4FZvuJJC90EX0,2017-11-05
159,160,Ghostface Killers,21 Savage,24503,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,2017-11-05
160,161,ITO,EXILE ATSUSHI,24365,https://open.spotify.com/track/4kjF1ooqgWABonCJOQee0Y,2017-11-05
161,162,Blood Sweat & Tears,BTS,24347,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV,2017-11-05
162,163,Good Life (with G-Eazy & Kehlani),G-Eazy,24332,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,2017-11-05
163,164,Michi,EXILE,24276,https://open.spotify.com/track/1vBVxhdaJWb1Eca4yc7K4t,2017-11-05
164,165,三日月,ayaka,24208,https://open.spotify.com/track/5SDVaYU4nfaIV0rNSlWSCa,2017-11-05
165,166,イト,Creep Hyp,24197,https://open.spotify.com/track/4v6edT4Ogf8qXGphyFfg1u,2017-11-05
166,167,Burning,Sam Smith,24104,https://open.spotify.com/track/2mb6YdoavL6db22p7XKJQZ,2017-11-05
167,168,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,24064,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-11-05
168,169,Aitai,Miliyah,24040,https://open.spotify.com/track/26b8AQqACTxOEWpEejMPLY,2017-11-05
169,170,Slow Hands,Niall Horan,23943,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,2017-11-05
170,171,また逢う日まで,HIRAIDAI,23828,https://open.spotify.com/track/3awymLmIrvn9lkJeFpmRSf,2017-11-05
171,172,にじいろ,ayaka,23664,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,2017-11-05
172,173,NAO,HY,23641,https://open.spotify.com/track/4pLwn8PSL0aW11gTO9LTJ8,2017-11-05
173,174,All Falls Down (feat. Juliander),Alan Walker,23587,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,2017-11-05
174,175,Just the Way You Are,Bruno Mars,23446,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,2017-11-05
175,176,Starving,Hailee Steinfeld,23416,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo,2017-11-05
176,177,LUV ME,TWICE,23270,https://open.spotify.com/track/1X1BrTxo2C77VnyEkBJm21,2017-11-05
177,178,友よ 〜 この先もずっと・・・,Ketsumeishi,23144,https://open.spotify.com/track/3A0VFRUxhqpJeOxo0rklqC,2017-11-05
178,179,いいんですか?,RADWIMPS,23124,https://open.spotify.com/track/2YtGffDs1z9VOZRLW1Iv5J,2017-11-05
179,180,Turn Your Love Around,AmPm,23078,https://open.spotify.com/track/0R2sVKQiehRZIjT9cXuvub,2017-11-05
180,181,MIC Drop,BTS,23077,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b,2017-11-05
181,182,Everyday,Ariana Grande,23076,https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR,2017-11-05
182,183,Castle on the Hill,Ed Sheeran,22934,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-11-05
183,184,R.Y.U.S.E.I.,J Soul Brothers III from EXILE TRIBE,22907,https://open.spotify.com/track/0eio2xxlLcgMCSMPgJseeI,2017-11-05
184,185,Sobakasu,JUDY AND MARY,22876,https://open.spotify.com/track/6YtmVjtDWDbac5tcto0BAn,2017-11-05
185,186,Criminal,Natti Natasha,22864,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-11-05
186,187,366nichi (feat. Izumi Nakasone),Shota Shimizu,22837,https://open.spotify.com/track/3KOAjzxIJdreRSzffGLYoa,2017-11-05
187,188,,,22809,https://open.spotify.com/track/1YqcGlCHNquxBhlUZsjhMT,2017-11-05
188,189,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,22784,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH,2017-11-05
189,190,Song for…,HY,22759,https://open.spotify.com/track/7ozAc74JyFBZaneEwQO1DH,2017-11-05
190,191,Blank Space,Taylor Swift,22698,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,2017-11-05
191,192,Sukina Hitoga Irukoto,JY,22687,https://open.spotify.com/track/2Xqo3hbuyHFnVmh2ORVRUD,2017-11-05
192,193,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,22651,https://open.spotify.com/track/3PGdPUMdUg7a3Tgr5gkfKK,2017-11-05
193,194,ハナミズキ,Yo Hitoto,22618,https://open.spotify.com/track/4PqDkR6YM80Sy590Qsy6mm,2017-11-05
194,195,Jocelyn Flores,XXXTENTACION,22538,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2017-11-05
195,196,Truthfully,DNCE,22529,https://open.spotify.com/track/6RWaeePOtZROiS2kyQhMs3,2017-11-05
196,197,Cold Water (feat. Justin Bieber & MØ),Major Lazer,22516,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-11-05
197,198,普通の今夜のことを ー let tonight be forever remembered ー,Daichi Miura,22463,https://open.spotify.com/track/4AW9Fobw3ENnOFDKwKdq7Q,2017-11-05
198,199,Call Me Maybe,Carly Rae Jepsen,22425,https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO,2017-11-05
199,200,Down,Fifth Harmony,22413,https://open.spotify.com/track/7fSPXg9avmHAkLopHA7YFe,2017-11-05
0,1,Shape of You,Ed Sheeran,173254,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-11-12
1,2,打上花火,DAOKO×米津玄師,134461,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,2017-11-12
2,3,What Lovers Do (feat. SZA),Maroon 5,122552,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2017-11-12
3,4,Wolves,Selena Gomez,117985,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2017-11-12
4,5,New Rules,Dua Lipa,104186,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-11-12
5,6,Havana,Camila Cabello,102669,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-11-12
6,7,My Boo,Shota Shimizu,101366,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,2017-11-12
7,8,LIKEY,TWICE,100974,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI,2017-11-12
8,9,How Long,Charlie Puth,95948,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2017-11-12
9,10,One More Time,TWICE,95579,https://open.spotify.com/track/6q2cJXwzu89N8okT69L7KC,2017-11-12
10,11,Friends (with BloodPop®),Justin Bieber,93791,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2017-11-12
11,12,Lonely Together (feat. Rita Ora),Avicii,92930,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,2017-11-12
12,13,恋音と雨空,AAA,92144,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N,2017-11-12
13,14,Perfect,Ed Sheeran,91405,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-11-12
14,15,Wherever you are,ONE OK ROCK,87779,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ,2017-11-12
15,16,Too Good At Goodbyes,Sam Smith,87063,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2017-11-12
16,17,Kimi Ga Suki,Shota Shimizu,83911,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z,2017-11-12
17,18,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,83417,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2017-11-12
18,19,Sorry Not Sorry,Demi Lovato,81491,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2017-11-12
19,20,愛をこめて花束を,Superfly,80976,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,2017-11-12
20,21,RAIN,SEKAI NO OWARI,80600,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB,2017-11-12
21,22,Dream,Shota Shimizu,79236,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j,2017-11-12
22,23,TT - Japanese ver.,TWICE,79159,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G,2017-11-12
23,24,Dusk Till Dawn - Radio Edit,ZAYN,78232,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-11-12
24,25,さよならの前に,AAA,77885,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,2017-11-12
25,26,Attention,Charlie Puth,77048,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-11-12
26,27,ワタリドリ,[Alexandros],75935,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,2017-11-12
27,28,小さな恋のうた,MONGOL800,75173,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg,2017-11-12
28,29,Stay (with Alessia Cara),Zedd,74939,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-11-12
29,30,Closer,The Chainsmokers,74024,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-11-12
30,31,Look What You Made Me Do,Taylor Swift,73437,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,2017-11-12
31,32,BIG CITY RODEO,GENERATIONS from EXILE TRIBE,72998,https://open.spotify.com/track/468Jl0mOuztlhQDKMhO8Rq,2017-11-12
32,33,WanteD! WanteD!,Mrs. GREEN APPLE,71922,https://open.spotify.com/track/4m8ayeTlVnsYAtR42NhDqZ,2017-11-12
33,34,rockstar,Post Malone,70914,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-11-12
34,35,Stargazing,Kygo,70865,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,2017-11-12
35,36,ONE,Aimer,69000,https://open.spotify.com/track/66KjxbYrSBdnxJcHjnLM7o,2017-11-12
36,37,LIFE,AAA,67113,https://open.spotify.com/track/6IxWbmElUUj7AstEEzIgtl,2017-11-12
37,38,愛唄,GReeeeN,66935,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq,2017-11-12
38,39,Despacito - Remix,Luis Fonsi,66313,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-11-12
39,40,Silence,Marshmello,65006,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-11-12
40,41,DNA,BTS,64067,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,2017-11-12
41,42,Something Just Like This,The Chainsmokers,63900,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-11-12
42,43,What About Us,P!nk,63768,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,2017-11-12
43,44,1-800-273-8255,Logic,61359,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2017-11-12
44,45,What Do You Mean?,Justin Bieber,60644,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,2017-11-12
45,46,I Like Me Better,Lauv,60155,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-11-12
46,47,More Than You Know,Axwell /\ Ingrosso,59739,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,2017-11-12
47,48,Feel It Still,Portugal. The Man,59721,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2017-11-12
48,49,Chocolate,CHANMINA,56204,https://open.spotify.com/track/6CU3VvoeQgkg4Wb1vS0zj7,2017-11-12
49,50,Walk On Water (feat. Beyoncé),Eminem,54288,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ,2017-11-12
50,51,Glorious (feat. Skylar Grey),Macklemore,51744,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,2017-11-12
51,52,Let You Down,NF,48532,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-12
52,53,Kataomoi,miwa,48245,https://open.spotify.com/track/17DfKcV1gBdfMBdzsf4NQx,2017-11-12
53,54,The Beginning,ONE OK ROCK,48170,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD,2017-11-12
54,55,キセキ,GReeeeN,48022,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,2017-11-12
55,56,Symphony (feat. Zara Larsson),Clean Bandit,45724,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-11-12
56,57,Kataomoi,Aimer,44548,https://open.spotify.com/track/6g93YtKKHU2H1qIqhLIL0Y,2017-11-12
57,58,Milk Tea,Shota Shimizu,43556,https://open.spotify.com/track/0ijT1F143SdGb45SQB3rHk,2017-11-12
58,59,Home,Shota Shimizu,43354,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb,2017-11-12
59,60,Mama,Jonas Blue,43264,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-11-12
60,61,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,42655,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-11-12
61,62,MAGIC,AAA,42564,https://open.spotify.com/track/0K4Wg6Pwx0cOuJkN8xvuto,2017-11-12
62,63,鱗(うろこ),Motohiro Hata,41978,https://open.spotify.com/track/2RobEQGaFJS8tZ0EWnCtld,2017-11-12
63,64,Choucho Musubi,Aimer,41550,https://open.spotify.com/track/6Flllj0iIJPwXUpxL9KdxC,2017-11-12
64,65,AM11:00,HY,41194,https://open.spotify.com/track/6RKE835qBUUneyOH1p0fnP,2017-11-12
65,66,Because of You,Shota Shimizu,40778,https://open.spotify.com/track/2LwjA3u1bTgnhfbR4MsPxw,2017-11-12
66,67,TT,TWICE,40273,https://open.spotify.com/track/1nMbZ9OsVNSLEyijI80EST,2017-11-12
67,68,SORA,GENERATIONS from EXILE TRIBE,40029,https://open.spotify.com/track/3Xrd2febrBti5pNuRTVmra,2017-11-12
68,69,Kanzen kankaku Dreamer,ONE OK ROCK,39795,https://open.spotify.com/track/1XT0cpl9g0GuRQJao2nqXd,2017-11-12
69,70,There's Nothing Holdin' Me Back,Shawn Mendes,39778,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-11-12
70,71,ひまわりの約束,Motohiro Hata,39728,https://open.spotify.com/track/315z5bDr8oJ0OAxD3jQZmH,2017-11-12
71,72,Sorry,Justin Bieber,39400,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-11-12
72,73,Pray,Sam Smith,39278,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg,2017-11-12
73,74,Hana,ORANGE RANGE,39204,https://open.spotify.com/track/4clwFLZjrvTtnrMviJnVKh,2017-11-12
74,75,SIGNAL - Japanese ver.,TWICE,39195,https://open.spotify.com/track/4R7QVSqBN0koJHcOL7PGb5,2017-11-12
75,76,Gucci Gang,Lil Pump,39157,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,2017-11-12
76,77,Too Much To Ask,Niall Horan,39059,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK,2017-11-12
77,78,DIAMOND SUNSET,Hiroomi Tosaka,38983,https://open.spotify.com/track/0q0TDcXNZHj0prJIG4R4Jz,2017-11-12
78,79,Young Dumb & Broke,Khalid,38874,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-11-12
79,80,Hanataba No Kawari Ni Melody Wo,Shota Shimizu,38754,https://open.spotify.com/track/4jaaMznp3KPllxbmRdiIbx,2017-11-12
80,81,Galway Girl,Ed Sheeran,38369,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-11-12
81,82,Unforgettable,French Montana,37354,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-11-12
82,83,2U (feat. Justin Bieber),David Guetta,36765,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-11-12
83,84,Take what you want (featuring 5 Seconds of Summer),ONE OK ROCK,36648,https://open.spotify.com/track/1P3cdB5wydoRlTFRz0bNLO,2017-11-12
84,85,Mi Gente,J Balvin,36634,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-11-12
85,86,I Miss You (feat. Julia Michaels),Clean Bandit,36302,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2017-11-12
86,87,Your Song,Rita Ora,36070,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,2017-11-12
87,88,Shake It Off,Taylor Swift,35974,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,2017-11-12
88,89,Without You (feat. Sandro Cavazza),Avicii,35611,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,2017-11-12
89,90,涙のない世界,AAA,35598,https://open.spotify.com/track/3glfyV9FhK872pJcAtOjeI,2017-11-12
90,91,Yasashisade Afureruyouni,Flower,35477,https://open.spotify.com/track/2NgQV5lmGPPTTlrHXeAPJ7,2017-11-12
91,92,Silhouette,KANA-BOON,35470,https://open.spotify.com/track/21z1GxeHjfD3qkaF5CgCTO,2017-11-12
92,93,CHEER UP - Japanese ver.,TWICE,35397,https://open.spotify.com/track/5UnRutJ5phJ9Ti4WnFgEoJ,2017-11-12
93,94,Thunder,Imagine Dragons,35355,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-11-12
94,95,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,35270,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-11-12
95,96,Fire,Shota Shimizu,34999,https://open.spotify.com/track/0eEaGQuEZo5sEuJzU5kwkW,2017-11-12
96,97,Love Yourself,Justin Bieber,34953,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-11-12
97,98,Slow & Easy,HIRAIDAI,34480,https://open.spotify.com/track/4b5oBON2DgamONUxvP4JyQ,2017-11-12
98,99,"奏(かなで) - ARENA TOUR '07 ""W-ARENA""",Sukima Switch,33862,https://open.spotify.com/track/1bHgnjGsRCxlCxD5BobatI,2017-11-12
99,100,One Last Time,Ariana Grande,33246,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,2017-11-12
100,101,I Fall Apart,Post Malone,33179,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2017-11-12
101,102,Side To Side,Ariana Grande,33027,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-11-12
102,103,No Way Back,AAA,32992,https://open.spotify.com/track/1RGmoxDK77rPBGUNQbHKLW,2017-11-12
103,104,That's What I Like,Bruno Mars,32814,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-11-12
104,105,Tell Me Why,ReN,32732,https://open.spotify.com/track/1xcly2STvNcbfbUwZWuAL9,2017-11-12
105,106,XO Tour Llif3,Lil Uzi Vert,32560,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2017-11-12
106,107,Bedroom Floor,Liam Payne,32424,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ,2017-11-12
107,108,Like OOH-AHH - Japanese ver.,TWICE,32298,https://open.spotify.com/track/2bnUATKYS3JykGpZjjlbXV,2017-11-12
108,109,Most Girls,Hailee Steinfeld,32289,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,2017-11-12
109,110,Break Free,Ariana Grande,32024,https://open.spotify.com/track/1X2Zd5wKGbY1oKzb8dzJRy,2017-11-12
110,111,We Don't Talk Anymore,Charlie Puth,31566,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-11-12
111,112,Paris,The Chainsmokers,31324,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-11-12
112,113,いいわけ,JUJU,31199,https://open.spotify.com/track/2xWF32YS2T8PRacHdYtAlB,2017-11-12
113,114,ステップアップLOVE,DAOKO×岡村靖幸,31195,https://open.spotify.com/track/23nQaCPwwIT4AV9jn6kUbg,2017-11-12
114,115,No Limit,G-Eazy,30756,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv,2017-11-12
115,116,Sugar,Maroon 5,30145,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,2017-11-12
116,117,Bodak Yellow,Cardi B,30066,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2017-11-12
117,118,See You Again (feat. Charlie Puth),Wiz Khalifa,29766,https://open.spotify.com/track/6IcrwGdIvRsrImOnoYfG9Z,2017-11-12
118,119,No Promises (feat. Demi Lovato),Cheat Codes,29764,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-11-12
119,120,美女と野獣,Ariana Grande,29664,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-11-12
120,121,Mi Gente (feat. Beyoncé),J Balvin,29604,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw,2017-11-12
121,122,As If It's Your Last,BLACKPINK,29379,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,2017-11-12
122,123,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,29122,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-11-12
123,124,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,29016,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-11-12
124,125,MotorSport,Migos,29008,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,2017-11-12
125,126,24K Magic,Bruno Mars,28999,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-11-12
126,127,Re:make,ONE OK ROCK,28932,https://open.spotify.com/track/6IghCx6jRj5VHEmXKQH2pR,2017-11-12
127,128,It Ain't Me (with Selena Gomez),Kygo,28896,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-11-12
128,129,HUMBLE.,Kendrick Lamar,28817,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-11-12
129,130,Congratulations,Post Malone,28360,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-11-12
130,131,Strip That Down,Liam Payne,28333,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-11-12
131,132,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,27880,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-11-12
